time_shelter,animal_id,animal_type,breed,color,name,outcome_type,sex_upon_outcome,sex,Spay/Neuter,Periods,Cat/Kitten (outcome),dob_year,dob_month,outcome_month,domestic_breed,coat_pattern
2 months,A760664,Cat,domestic shorthair,,,Adoption,Spayed Female,Female,Yes,2,Kitten,2017,10,12,True,calico
4 years,A719721,Cat,domestic mediumhair,brown,Candy,Adoption,Spayed Female,Female,Yes,4,Cat,2012,1,2,True,tabby
13 years,A760666,Cat,domestic mediumhair,,Callie,Return to Owner,Spayed Female,Female,Yes,13,Cat,2004,10,10,True,calico
12 years,A711041,Cat,domestic shorthair,white/brown,Angel Girl,Adoption,Spayed Female,Female,Yes,12,Cat,2003,9,11,True,tabby
2 years,A754992,Cat,domestic shorthair,silver /white,Gracie,Return to Owner,Intact Female,Female,No,2,Cat,2015,7,8,True,tabby
6 months,A721273,Cat,domestic longhair,black/white,*Mira,Adoption,Spayed Female,Female,Yes,6,Cat,2015,8,3,True,
2 weeks,A714269,Cat,domestic shorthair,cream /white,,Transfer,Intact Male,Male,No,2,Kitten,2015,10,10,True,tabby
6 months,A741969,Cat,domestic shorthair,brown,Lafitte,Return to Owner,Neutered Male,Male,Yes,6,Cat,2016,7,1,True,tabby
1 weeks,A746526,Cat,domestic shorthair,blue,,Transfer,Unknown,Female,Yes,1,Kitten,2017,3,4,True,
3 years,A723779,Cat,domestic longhair,black/white,*Sylvester,Transfer,Neutered Male,Male,Yes,3,Cat,2013,4,4,True,
1 month,A705584,Cat,domestic shorthair,black,,Euthanasia,Intact Male,Male,No,1,Kitten,2015,5,6,True,
2 months,A750032,Cat,domestic shorthair,brown,*Pickles,Adoption,Neutered Male,Male,Yes,2,Kitten,2017,4,7,True,tabby
2 months,A759359,Cat,domestic shorthair,black,,Adoption,Neutered Male,Male,Yes,2,Kitten,2017,7,10,True,
5 months,A733114,Cat,domestic shorthair,gray/white,Avery,Adoption,Spayed Female,Female,Yes,5,Kitten,2016,8,1,True,
2 months,A714602,Cat,domestic shorthair,brown,Stripey,Adoption,Intact Female,Female,No,2,Kitten,2015,8,10,True,tabby
4 months,A732470,Cat,domestic mediumhair,black,*Tiger,Transfer,Neutered Male,Male,Yes,4,Kitten,2016,4,8,True,
1 weeks,A732762,Cat,domestic shorthair,blue,,Transfer,Unknown,Female,Yes,1,Kitten,2016,8,8,True,tabby
2 years,A763680,Cat,domestic shorthair,black,,Transfer,Intact Female,Female,No,2,Cat,2015,12,12,True,
1 month,A708741,Cat,domestic shorthair,black/white,*Kit Kat,Adoption,Spayed Female,Female,Yes,1,Kitten,2015,7,9,True,
4 months,A715519,Cat,domestic shorthair,black/white,,Transfer,Intact Male,Male,No,4,Kitten,2015,7,11,True,
4 months,A732250,Cat,domestic shorthair,black,,Adoption,Spayed Female,Female,Yes,4,Kitten,2016,6,11,True,tabby
4 years,A721145,Cat,domestic longhair,brown /white,Mama,Adoption,Spayed Female,Female,Yes,4,Cat,2012,2,3,True,tabby
2 years,A735696,Cat,domestic shorthair,brown,Little Bit,Adoption,Spayed Female,Female,Yes,2,Cat,2014,9,10,True,tabby
1 year,A763386,Cat,domestic shorthair,brown /white,,Transfer,Intact Male,Male,No,1,Cat,2016,12,12,True,tabby
3 months,A707458,Cat,domestic longhair,blue,*Max,Adoption,Neutered Male,Male,Yes,3,Kitten,2015,5,9,True,
1 month,A703980,Cat,domestic shorthair,,,Transfer,Intact Female,Female,No,1,Kitten,2015,4,5,True,torbie
2 years,A734435,Cat,domestic shorthair,,Lilly,Return to Owner,Spayed Female,Female,Yes,2,Cat,2014,9,7,True,calico
2 months,A736458,Cat,domestic shorthair,orange,Bill,Adoption,Neutered Male,Male,Yes,2,Kitten,2016,8,11,True,tabby
2 months,A742448,Cat,domestic longhair,brown,*Sassy,Adoption,Spayed Female,Female,Yes,2,Kitten,2016,11,1,True,tabby
2 months,A725296,Cat,domestic shorthair,black,,Adoption,Spayed Female,Female,Yes,2,Kitten,2016,4,7,True,
2 months,A706626,Cat,domestic shorthair,orange,*Ginger,Adoption,Neutered Male,Male,Yes,2,Kitten,2015,5,7,True,tabby
4 months,A710019,Cat,domestic shorthair,blue /white,*Hoffy,Transfer,Intact Male,Male,No,4,Kitten,2015,4,8,True,tabby
1 month,A712387,Cat,domestic shorthair,black,*Draco,Transfer,Intact Male,Male,No,1,Kitten,2015,8,10,True,
2 months,A714153,Cat,domestic shorthair,blue /white,,Transfer,Unknown,Female,Yes,2,Kitten,2015,7,10,True,tabby
1 year,A734658,Cat,siamese,white/black,,Adoption,Spayed Female,Female,Yes,1,Cat,2015,9,9,False,
11 years,A719280,Cat,domestic shorthair,,*Eloise,Adoption,Spayed Female,Female,Yes,11,Cat,2005,1,3,True,calico
4 months,A702665,Cat,domestic shorthair,,*Alice,Missing,Intact Female,Female,No,4,Kitten,2015,4,8,True,tortie
3 years,A729625,Cat,domestic shorthair,blue,Lady,Adoption,Spayed Female,Female,Yes,3,Cat,2013,6,9,True,tabby
3 weeks,A704042,Cat,domestic shorthair,black/white,,Transfer,Unknown,Female,Yes,3,Kitten,2015,5,5,True,
2 weeks,A751616,Cat,domestic shorthair,,,Transfer,Unknown,Female,Yes,2,Kitten,2017,5,6,True,calico
2 years,A744576,Cat,domestic shorthair,blue,Totoro,Adoption,Neutered Male,Male,Yes,2,Cat,2015,3,3,True,tabby
4 months,A742543,Cat,domestic longhair,brown /brown,,Adoption,Spayed Female,Female,Yes,4,Kitten,2016,9,1,True,tabby
3 weeks,A731423,Cat,domestic longhair,orange /white,*Queso,Transfer,Unknown,Female,Yes,3,Kitten,2016,6,7,True,tabby
1 year,A684152,Cat,domestic mediumhair,brown,*Mick,Return to Owner,Spayed Female,Female,Yes,1,Cat,2014,5,11,True,tabby
12 years,A747486,Cat,domestic longhair,orange,*Lacroix,Adoption,Neutered Male,Male,Yes,12,Cat,2005,4,5,True,tabby
4 weeks,A711575,Cat,domestic shorthair,orange,Ringo,Return to Owner,Intact Male,Male,No,4,Kitten,2015,8,9,True,tabby
1 day,A700344,Cat,domestic shorthair,brown,,Transfer,Unknown,Female,Yes,1,Kitten,2015,4,4,True,tabby
3 months,A758941,Cat,domestic shorthair,brown,*Puddles,Transfer,Neutered Male,Male,Yes,3,Kitten,2017,6,10,True,tabby
17 years,A709721,Cat,persian,blue,Molly,Adoption,Spayed Female,Female,Yes,17,Cat,1998,8,8,False,smoke
3 months,A716979,Cat,domestic shorthair,brown,*Mirinda,Transfer,Spayed Female,Female,Yes,3,Kitten,2015,9,12,True,tabby
1 month,A750301,Cat,domestic shorthair,orange,Tarzan,Transfer,Intact Male,Male,No,1,Kitten,2017,4,6,True,tabby
2 months,A702560,Cat,domestic shorthair,black,*Batman,Adoption,Neutered Male,Male,Yes,2,Kitten,2015,4,7,True,
4 months,A735049,Cat,domestic shorthair,black,,Transfer,Intact Female,Female,No,4,Kitten,2016,5,9,True,
2 months,A704474,Cat,domestic shorthair,black/white,,Adoption,Neutered Male,Male,Yes,2,Kitten,2015,4,6,True,
7 months,A727431,Cat,domestic shorthair,blue/white,,Transfer,Intact Male,Male,No,7,Cat,2015,10,5,True,
2 years,A709275,Cat,domestic shorthair,orange,Cheeto,Transfer,Neutered Male,Male,Yes,2,Cat,2013,8,9,True,tabby
2 months,A710538,Cat,domestic shorthair,white/blue,Olive,Adoption,Spayed Female,Female,Yes,2,Kitten,2015,8,10,True,
3 months,A759346,Cat,domestic shorthair,orange,*Boca,Transfer,Spayed Female,Female,Yes,3,Kitten,2017,7,10,True,tabby
5 days,A724653,Cat,domestic shorthair,orange,,Transfer,Unknown,Female,Yes,5,Kitten,2016,4,4,True,tabby
6 years,A755602,Cat,snowshoe,seal /white,*King Nigel,Transfer,Intact Male,Male,No,6,Cat,2011,8,8,True,point
4 weeks,A747475,Cat,domestic mediumhair,brown,,Transfer,Unknown,Female,Yes,4,Kitten,2017,3,4,True,tabby
2 months,A752752,Cat,domestic shorthair,black,*Remy,Adoption,Neutered Male,Male,Yes,2,Kitten,2017,4,7,True,
1 year,A747657,Cat,domestic shorthair,blue,Kitty,Adoption,Spayed Female,Female,Yes,1,Cat,2016,4,6,True,tabby
2 years,A710759,Cat,domestic longhair,black,Scruffy Joe,Return to Owner,Neutered Male,Male,Yes,2,Cat,2013,8,8,True,
2 days,A701175,Cat,domestic shorthair,brown /white,,Transfer,Unknown,Female,Yes,2,Kitten,2015,4,4,True,tabby
6 months,A713079,Cat,domestic shorthair,black/white,*Gomez,Adoption,Neutered Male,Male,Yes,6,Cat,2015,9,3,True,
1 week,A707863,Cat,domestic mediumhair,black/white,,Transfer,Unknown,Female,Yes,1,Kitten,2015,7,7,True,
8 years,A728176,Cat,domestic shorthair,white/gray,*Fred,Transfer,Neutered Male,Male,Yes,8,Cat,2008,5,6,True,
1 month,A756043,Cat,domestic shorthair,,*Molly,Adoption,Spayed Female,Female,Yes,1,Kitten,2017,7,9,True,calico
3 months,A759345,Cat,domestic shorthair,,*Ears,Transfer,Intact Female,Female,No,3,Kitten,2017,7,10,True,torbie
4 months,A707817,Cat,domestic shorthair,brown,,Transfer,Intact Female,Female,No,4,Kitten,2015,3,7,True,tabby
13 years,A715244,Cat,domestic shorthair,silver,Smokey,Adoption,Neutered Male,Male,Yes,13,Cat,2002,11,11,True,tabby
3 months,A711343,Cat,domestic shorthair,brown,*Chicken,Adoption,Spayed Female,Female,Yes,3,Kitten,2015,8,11,True,tabby
4 months,A725264,Cat,domestic shorthair,brown /white,*Stitch,Adoption,Spayed Female,Female,Yes,4,Kitten,2016,3,7,True,tabby
2 months,A737604,Cat,domestic shorthair,,*Cranberry,Adoption,Spayed Female,Female,Yes,2,Kitten,2016,10,12,True,tortie
6 months,A713154,Cat,domestic mediumhair,brown,,Transfer,Intact Female,Female,No,6,Cat,2015,4,10,True,tabby
2 weeks,A702231,Cat,domestic shorthair,blue,,Transfer,Unknown,Female,Yes,2,Kitten,2015,4,5,True,tabby
2 weeks,A701808,Cat,domestic shorthair,black,,Transfer,Unknown,Female,Yes,2,Kitten,2015,4,5,True,tabby
5 months,A725313,Cat,domestic shorthair,seal /white,,Euthanasia,Intact Female,Female,No,5,Kitten,2015,11,5,True,point
2 weeks,A732913,Cat,domestic shorthair,white/orange,,Transfer,Intact Male,Male,No,2,Kitten,2016,7,8,True,tabby
2 months,A727454,Cat,domestic shorthair,black,*Ron,Adoption,Neutered Male,Male,Yes,2,Kitten,2016,4,7,True,
2 months,A707886,Cat,domestic shorthair,,Ladybug,Adoption,Spayed Female,Female,Yes,2,Kitten,2015,5,7,True,tortie
3 weeks,A701483,Cat,domestic shorthair,brown /white,,Transfer,Unknown,Female,Yes,3,Kitten,2015,4,4,True,tabby
2 years,A708773,Cat,domestic shorthair,brown /white,Jingles,Return to Owner,Spayed Female,Female,Yes,2,Cat,2013,7,7,True,tabby
6 months,A701610,Cat,domestic mediumhair,cream,*Gigi,Adoption,Spayed Female,Female,Yes,6,Cat,2015,4,10,True,
2 months,A707679,Cat,domestic shorthair,,*Leelah,Transfer,Intact Female,Female,No,2,Kitten,2015,5,7,True,torbie
5 years,A739594,Cat,domestic shorthair,blue,*Cecil,Transfer,Neutered Male,Male,Yes,5,Cat,2011,12,12,True,
1 month,A733209,Cat,domestic shorthair,orange,,Transfer,Unknown,Female,Yes,1,Kitten,2016,7,8,True,tabby
3 years,A718160,Cat,domestic shorthair,,*Elsie,Transfer,Spayed Female,Female,Yes,3,Cat,2012,12,2,True,tortie
4 months,A758932,Cat,american shorthair,black,*T'Challa,Transfer,Intact Male,Male,No,4,Kitten,2017,5,10,False,
4 weeks,A750894,Cat,domestic shorthair,black,,Transfer,Intact Male,Male,No,4,Kitten,2017,5,6,True,
7 years,A713135,Cat,domestic mediumhair,orange /white,*Mars,Transfer,Neutered Male,Male,Yes,7,Cat,2008,10,10,True,tabby
1 year,A763496,Cat,domestic shorthair,blue,,Rto-Adopt,Neutered Male,Male,Yes,1,Cat,2016,12,12,True,tabby
2 years,A720387,Cat,domestic longhair,,Poly,Adoption,Spayed Female,Female,Yes,2,Cat,2013,8,2,True,calico
1 weeks,A710620,Cat,domestic shorthair,white,*Lona,Transfer,Intact Female,Female,No,1,Kitten,2015,8,9,True,
2 months,A727959,Cat,domestic shorthair,,,Missing,Intact Female,Female,No,2,Kitten,2016,3,6,True,calico
1 year,A683817,Cat,domestic shorthair,orange /white,Marvin,Transfer,Neutered Male,Male,Yes,1,Cat,2014,3,2,True,tabby
1 month,A725169,Cat,domestic shorthair,black/white,Socks,Adoption,Intact Male,Male,No,1,Kitten,2016,3,5,True,
3 weeks,A701487,Cat,domestic shorthair,brown /white,,Transfer,Unknown,Female,Yes,3,Kitten,2015,4,4,True,tabby
2 months,A716687,Cat,snowshoe,seal /white,Amedeus,Adoption,Spayed Female,Female,Yes,2,Kitten,2015,11,1,True,point
2 months,A728941,Cat,domestic shorthair,orange,Theo,Adoption,Neutered Male,Male,Yes,2,Kitten,2016,4,6,True,tabby
1 year,A747823,Cat,domestic shorthair,blue,Maverick,Adoption,Neutered Male,Male,Yes,1,Cat,2016,4,5,True,
12 years,A713177,Cat,domestic shorthair,black,Brady,Return to Owner,Neutered Male,Male,Yes,12,Cat,2003,10,10,True,
5 years,A723824,Cat,maine coon,brown,Rhino,Adoption,Neutered Male,Male,Yes,5,Cat,2011,4,4,False,tabby
3 years,A759037,Cat,domestic shorthair,white/,Skyla Belle,Adoption,Spayed Female,Female,Yes,3,Cat,2014,9,9,True,calico
2 months,A702215,Cat,domestic shorthair,,*Dottie,Adoption,Spayed Female,Female,Yes,2,Kitten,2015,4,6,True,calico
4 weeks,A727916,Cat,domestic shorthair,brown,,Euthanasia,Intact Female,Female,No,4,Kitten,2016,4,5,True,tabby
1 month,A715341,Cat,domestic shorthair,brown,,Died,Intact Male,Male,No,1,Kitten,2015,10,11,True,tabby
1 year,A708755,Cat,domestic shorthair,orange /white,*Stanley,Transfer,Neutered Male,Male,Yes,1,Cat,2014,7,8,True,tabby
6 years,A718239,Cat,domestic longhair,black,Ingot,Return to Owner,Spayed Female,Female,Yes,6,Cat,2009,12,12,True,
1 week,A736073,Cat,domestic shorthair,,,Transfer,Unknown,Female,Yes,1,Kitten,2016,9,10,True,tortie
5 months,A751646,Cat,domestic shorthair,black,,Transfer,Intact Male,Male,No,5,Kitten,2017,1,6,True,
2 months,A701768,Cat,siamese,flame,Ajax,Adoption,Intact Male,Male,No,2,Kitten,2015,3,5,False,point
12 years,A702957,Cat,domestic shorthair,brown /white,Spike,Transfer,Neutered Male,Male,Yes,12,Cat,2003,5,6,True,tabby
2 months,A706279,Cat,domestic shorthair,orange,Sansa,Adoption,Intact Female,Female,No,2,Kitten,2015,4,7,True,tabby
1 year,A735427,Cat,domestic shorthair,black,*Mikkel,Adoption,Neutered Male,Male,Yes,1,Cat,2015,3,2,True,
3 months,A730199,Cat,domestic shorthair,brown,Ophelia,Adoption,Spayed Female,Female,Yes,3,Kitten,2016,5,8,True,tabby
2 weeks,A706572,Cat,domestic shorthair,black/white,,Transfer,Intact Female,Female,No,2,Kitten,2015,6,7,True,
1 year,A727174,Cat,domestic shorthair,black,,Transfer,Intact Female,Female,No,1,Cat,2015,5,5,True,
3 months,A761456,Cat,domestic shorthair,black,,Return to Owner,Neutered Male,Male,Yes,3,Kitten,2017,8,11,True,
2 months,A704231,Cat,domestic longhair,blue,,Adoption,Spayed Female,Female,Yes,2,Kitten,2015,5,7,True,
1 month,A753525,Cat,domestic shorthair,orange /white,*Victor,Transfer,Intact Male,Male,No,1,Kitten,2017,5,7,True,tabby
3 months,A749207,Cat,domestic shorthair,white/blue,*Puff,Adoption,Spayed Female,Female,Yes,3,Kitten,2017,4,7,True,
11 months,A732397,Cat,domestic shorthair,orange,Zara,Return to Owner,Spayed Female,Female,Yes,11,Cat,2015,9,8,True,tabby
2 months,A704914,Cat,domestic shorthair,brown /white,*Sugar,Adoption,Spayed Female,Female,Yes,2,Kitten,2015,4,6,True,tabby
4 months,A712998,Cat,domestic shorthair,brown,Doodle,Adoption,Neutered Male,Male,Yes,4,Kitten,2015,6,10,True,tabby
2 months,A699366,Cat,domestic shorthair,brown,Lyndon,Adoption,Neutered Male,Male,Yes,2,Kitten,2015,3,5,True,tabby
4 weeks,A726478,Cat,domestic shorthair,cream,,Transfer,Intact Male,Male,No,4,Kitten,2016,4,5,True,tabby
2 years,A706165,Cat,domestic shorthair,black,,Transfer,Unknown,Female,Yes,2,Cat,2013,6,6,True,
6 months,A712518,Cat,domestic shorthair,black,Zoe,Return to Owner,Spayed Female,Female,Yes,6,Cat,2015,8,3,True,
2 months,A712326,Cat,domestic shorthair,white/black,,Adoption,Spayed Female,Female,Yes,2,Kitten,2015,7,9,True,
2 months,A752940,Cat,domestic shorthair,black,*Peter,Adoption,Neutered Male,Male,Yes,2,Kitten,2017,5,7,True,
2 weeks,A740300,Cat,domestic shorthair,black/white,,Transfer,Intact Male,Male,No,2,Kitten,2016,11,12,True,
2 months,A707323,Cat,domestic shorthair,brown,Seamus,Adoption,Neutered Male,Male,Yes,2,Kitten,2015,6,8,True,tabby
2 months,A730716,Cat,domestic shorthair,,*Bernadette,Adoption,Spayed Female,Female,Yes,2,Kitten,2016,5,7,True,torbie
3 months,A728292,Cat,domestic mediumhair,black/white,*Willie,Adoption,Neutered Male,Male,Yes,3,Kitten,2016,3,6,True,
2 months,A762293,Cat,domestic shorthair,brown,,Transfer,Intact Female,Female,No,2,Kitten,2017,8,11,True,tabby
2 years,A747106,Cat,domestic shorthair,black,Koko,Adoption,Neutered Male,Male,Yes,2,Cat,2015,4,4,True,
2 weeks,A732838,Cat,domestic shorthair,brown,,Transfer,Unknown,Female,Yes,2,Kitten,2016,7,8,True,tabby
1 month,A710536,Cat,domestic shorthair,brown,,Adoption,Spayed Female,Female,Yes,1,Kitten,2015,7,8,True,tabby
5 months,A733710,Cat,domestic shorthair,orange,*Franklin,Adoption,Neutered Male,Male,Yes,5,Kitten,2016,3,9,True,tabby
4 years,A722847,Cat,domestic mediumhair,,Gloria,Transfer,Spayed Female,Female,Yes,4,Cat,2012,3,4,True,calico
3 years,A732434,Cat,domestic mediumhair,orange,,Transfer,Neutered Male,Male,Yes,3,Cat,2013,8,8,True,tabby
1 month,A712272,Cat,domestic shorthair,blue /white,Happy,Transfer,Intact Female,Female,No,1,Kitten,2015,8,9,True,tabby
1 weeks,A700580,Cat,domestic shorthair,black,,Transfer,Unknown,Female,Yes,1,Kitten,2015,4,4,True,
2 months,A702336,Cat,siamese,flame,,Adoption,Spayed Female,Female,Yes,2,Kitten,2015,4,6,False,point
2 months,A702773,Cat,domestic mediumhair,black/white,*Vera,Transfer,Spayed Female,Female,Yes,2,Kitten,2015,3,5,True,
1 year,A734833,Cat,domestic shorthair,brown,,Transfer,Spayed Female,Female,Yes,1,Cat,2015,9,9,True,tabby
4 years,A718462,Cat,siamese,,*Julia,Adoption,Spayed Female,Female,Yes,4,Cat,2011,12,1,False,tortie
2 weeks,A703691,Cat,domestic shorthair,brown,,Transfer,Unknown,Female,Yes,2,Kitten,2015,5,5,True,tabby
3 months,A713825,Cat,domestic shorthair,brown,*Nemo,Adoption,Neutered Male,Male,Yes,3,Kitten,2015,9,12,True,tabby
2 months,A703893,Cat,domestic shorthair,brown,*Jesse Moon,Transfer,Spayed Female,Female,Yes,2,Kitten,2015,4,7,True,tabby
4 months,A730999,Cat,domestic shorthair,black/white,*Reba,Adoption,Spayed Female,Female,Yes,4,Kitten,2016,4,8,True,
2 months,A727582,Cat,domestic shorthair,black,*Ebony,Adoption,Spayed Female,Female,Yes,2,Kitten,2016,4,7,True,
1 year,A713712,Cat,domestic shorthair,,,Transfer,Intact Female,Female,No,1,Cat,2014,10,10,True,tortie
7 months,A741177,Cat,domestic mediumhair,,*Babette,Transfer,Spayed Female,Female,Yes,7,Cat,2016,5,1,True,torbie
1 year,A763061,Cat,american shorthair,/black,,Transfer,Spayed Female,Female,Yes,1,Cat,2016,12,12,False,tortie
3 years,A737551,Cat,domestic shorthair,black/white,*Belvedere,Transfer,Neutered Male,Male,Yes,3,Cat,2013,10,12,True,
1 month,A755031,Cat,domestic shorthair,brown,*Slate,Transfer,Intact Male,Male,No,1,Kitten,2017,6,8,True,tabby
1 year,A707241,Cat,domestic mediumhair,blue,,Transfer,Unknown,Female,Yes,1,Cat,2014,7,7,True,
2 weeks,A750599,Cat,domestic shorthair,brown /white,,Euthanasia,Intact Female,Female,No,2,Kitten,2017,5,5,True,tabby
1 year,A762873,Cat,domestic mediumhair,brown,,Transfer,Intact Female,Female,No,1,Cat,2016,1,12,True,tabby
1 year,A687929,Cat,siamese,,Bella,Adoption,Spayed Female,Female,Yes,1,Cat,2014,7,3,False,tortie
2 weeks,A757056,Cat,domestic shorthair,black,,Transfer,Intact Male,Male,No,2,Kitten,2017,8,8,True,
7 months,A713814,Cat,domestic shorthair,black,*Wally,Transfer,Neutered Male,Male,Yes,7,Cat,2015,2,10,True,
5 years,A718236,Cat,domestic shorthair,,*Stevie,Transfer,Spayed Female,Female,Yes,5,Cat,2010,12,1,True,calico
5 months,A710083,Cat,domestic shorthair,cream /white,,Transfer,Intact Male,Male,No,5,Kitten,2015,3,8,True,tabby
4 months,A713076,Cat,domestic shorthair,black/white,*Kelly,Adoption,Spayed Female,Female,Yes,4,Kitten,2015,8,1,True,
7 years,A725149,Cat,domestic shorthair,black,Halloween,Adoption,Spayed Female,Female,Yes,7,Cat,2009,4,5,True,
1 year,A725503,Cat,domestic shorthair,blue,*Arnie,Adoption,Neutered Male,Male,Yes,1,Cat,2014,11,7,True,
2 months,A730832,Cat,domestic mediumhair,blue,*Dove,Adoption,Spayed Female,Female,Yes,2,Kitten,2016,6,9,True,
8 years,A745749,Cat,maine coon,brown,Metallica,Transfer,Neutered Male,Male,Yes,8,Cat,2009,3,3,False,tabby
12 years,A757444,Cat,domestic shorthair,black,Harmony,Transfer,Spayed Female,Female,Yes,12,Cat,2005,9,9,True,
1 year,A743550,Cat,domestic shorthair,lynx /white,Bergamot,Adoption,Spayed Female,Female,Yes,1,Cat,2016,2,2,True,point
2 months,A751032,Cat,domestic shorthair,black,*Poppy,Adoption,Spayed Female,Female,Yes,2,Kitten,2017,4,7,True,
6 years,A752376,Cat,domestic shorthair,brown,*Beryl,Adoption,Spayed Female,Female,Yes,6,Cat,2011,6,8,True,tabby
1 year,A731735,Cat,domestic longhair,black/white,*Benetta,Euthanasia,Intact Female,Female,No,1,Cat,2015,7,8,True,
2 months,A755173,Cat,domestic shorthair,orange,,Adoption,Spayed Female,Female,Yes,2,Kitten,2017,5,8,True,tabby
4 days,A724981,Cat,domestic shorthair,black,,Transfer,Unknown,Female,Yes,4,Kitten,2016,4,4,True,
3 months,A710521,Cat,domestic shorthair,orange /white,*Fred,Euthanasia,Intact Male,Male,No,3,Kitten,2015,7,10,True,tabby
1 year,A723875,Cat,domestic shorthair,silver,,Transfer,Neutered Male,Male,Yes,1,Cat,2015,4,4,True,tabby
3 months,A737952,Cat,domestic shorthair,brown /white,*Betty,Transfer,Intact Female,Female,No,3,Kitten,2016,8,11,True,tabby
3 months,A714199,Cat,domestic shorthair,brown,,Transfer,Intact Male,Male,No,3,Kitten,2015,7,10,True,tabby
3 years,A713058,Cat,domestic shorthair,brown /white,,Transfer,Intact Male,Male,No,3,Cat,2012,10,10,True,tabby
2 weeks,A725147,Cat,domestic mediumhair,blue,,Transfer,Unknown,Female,Yes,2,Kitten,2016,4,4,True,tabby
3 months,A729185,Cat,domestic shorthair,black/white,*Mittens,Adoption,Spayed Female,Female,Yes,3,Kitten,2016,5,8,True,
9 months,A720708,Cat,domestic shorthair,white/brown,*Leia,Adoption,Spayed Female,Female,Yes,9,Cat,2016,2,12,True,tabby
4 months,A736911,Cat,domestic shorthair,black,,Adoption,Spayed Female,Female,Yes,4,Kitten,2016,6,10,True,
4 years,A699602,Cat,domestic shorthair,black,Toad,Adoption,Neutered Male,Male,Yes,4,Cat,2011,3,4,True,
3 months,A757442,Cat,domestic shorthair,blue,*Emma,Adoption,Spayed Female,Female,Yes,3,Kitten,2017,5,9,True,
